"","team","opr","auto_opr","teleop_opr","tele_gpc_opr","rp_opr"
"37","frc1599",19.8090143433782,7.57973511102339,13.0179531893999,0.382640699816403,0.840650166736698
"38","frc8230",19.1513087521604,5.40230705799422,14.5026513648132,0.282085528874616,0.649763328094043
"39","frc6802",18.9496764250392,6.55448711812861,12.3941493210717,0.345889131355712,0.0931266523131056
"40","frc8726",18.7726929635694,3.76315798162322,12.9801622249638,0.20045914504254,0.364265095397451
"41","frc888",17.4089340259363,4.34147525910594,10.2346452635458,0.249382027218778,-0.0842519448765335
"42","frc8592",17.3797742394996,4.4996211724038,12.011777689374,0.258899863162627,0.098647650032323
"43","frc2537",17.3319538280415,6.07105054155723,11.0342218546789,0.350280793601863,0.978843578732217
"44","frc2914",17.1989773781811,10.0709601457609,5.85786308054314,0.585555752781969,0.171091793209034
"45","frc2068",16.577847583296,4.55103947050463,9.32262324389598,0.274525353646652,0.302205880457615
"46","frc4242",16.3364864841484,5.21548337533129,11.43856051561,0.319253676755524,0.355557542927977
"47","frc5549",16.0813438352604,5.04703549877203,9.68853339771807,0.313844138305516,0.0556321488696303
"48","frc4286",14.7647041166033,5.6141224973972,8.2422465931877,0.380239417807499,0.418319205559016
"49","frc3748",14.4582672451183,2.3943060961602,8.29767052735966,0.16560117858996,0.32013504539737
"50","frc6326",14.094957720067,3.92986165632688,11.2721108764539,0.278813298654449,0.256221039404025
"51","frc612",14.0313070490965,2.42851395149761,12.093571895247,0.173078241606436,0.358597519812386
"52","frc3274",13.4817994437138,4.72865209004342,7.58617171045841,0.350743393697959,-0.0501843558535694
"53","frc2199",13.36891923298,1.50501344935591,11.8800241632785,0.112575551032066,0.201593773009343
"54","frc7770",13.1886191108227,1.82062621344491,9.93230912729281,0.138045249327952,0.645228635265471
"55","frc2186",12.6662118215083,4.98500114254617,8.09594288040081,0.393566854304553,0.265120280954381
"56","frc3939",12.5466859446289,2.90691308688425,9.19681156044009,0.231687722137388,0.385527162329974
"57","frc1719",10.8260369865314,3.19227426343385,7.07403066932008,0.29487006809651,0.00410559113617992
"58","frc1727",8.9043349814798,3.43944049953905,5.33217776993009,0.386265847667768,-0.0114697786336786
"59","frc8622",8.0886569759974,2.73467263568288,3.1649500124508,0.338087354155067,-0.667966016025011
"60","frc6194",7.3594092200896,2.81607058516227,4.30782318528216,0.382649000883794,-0.128124129530387
